timestamp,concurrency
2019-01-08 21:30:00,686955
2019-01-08 21:31:00,629127
2019-01-08 21:32:00,626139
2019-01-08 21:33:00,615152
2019-01-08 21:34:00,612862
2019-01-08 21:35:00,604715
2019-01-08 21:36:00,595907
2019-01-08 21:37:00,598392
2019-01-08 21:38:00,588573
2019-01-08 21:39:00,592938
2019-01-08 21:40:00,626130
2019-01-08 21:41:00,587600
2019-01-08 21:42:00,585736
2019-01-08 21:43:00,592568
2019-01-08 21:44:00,572605
2019-01-08 21:45:00,596922
2019-01-08 21:46:00,598390
2019-01-08 21:47:00,600613
2019-01-08 21:48:00,590546
2019-01-08 21:49:00,593397
2019-01-08 21:50:00,598869
2019-01-08 21:51:00,565075
2019-01-08 21:52:00,608040
2019-01-08 21:53:00,588414
2019-01-08 21:54:00,593129
2019-01-08 21:55:00,603557
2019-01-08 21:56:00,569861
2019-01-08 21:57:00,576189
2019-01-08 21:58:00,587175
2019-01-08 21:59:00,569603
2019-01-08 22:00:00,688490
2019-01-08 22:01:00,620710
2019-01-08 22:02:00,621591
2019-01-08 22:03:00,626194
2019-01-08 22:04:00,601307
2019-01-08 22:05:00,613017
2019-01-08 22:06:00,654655
2019-01-08 22:07:00,726475
2019-01-08 22:08:00,713296
2019-01-08 22:09:00,699010
2019-01-08 22:10:00,723407
2019-01-08 22:11:00,640366
2019-01-08 22:12:00,595956
2019-01-08 22:13:00,548737
2019-01-08 22:14:00,604905
2019-01-08 22:15:00,603307
2019-01-08 22:16:00,603153
2019-01-08 22:17:00,588712
2019-01-08 22:18:00,598389
2019-01-08 22:19:00,594232
2019-01-08 22:20:00,603107
2019-01-08 22:21:00,596586
2019-01-08 22:22:00,574321
2019-01-08 22:23:00,588973
2019-01-08 22:24:00,581241
2019-01-08 22:25:00,568678
2019-01-08 22:26:00,571634
2019-01-08 22:27:00,588649
2019-01-08 22:28:00,583404
2019-01-08 22:29:00,581791
2019-01-08 22:30:00,649376
2019-01-08 22:31:00,604024
2019-01-08 22:32:00,594075
2019-01-08 22:33:00,584081
2019-01-08 22:34:00,572675
2019-01-08 22:35:00,569653
2019-01-08 22:36:00,584955
2019-01-08 22:37:00,578166
2019-01-08 22:38:00,585581
2019-01-08 22:39:00,584268
2019-01-08 22:40:00,617557
2019-01-08 22:41:00,586130
2019-01-08 22:42:00,582741
2019-01-08 22:43:00,595573
2019-01-08 22:44:00,621977
2019-01-08 22:45:00,603732
